Sentence,QorA,,,,,,,,,,,,
Did he not realize that the frog 's leg served as both a conductor of electricity -LRB- we would now call it an electrolyte -RRB- and as a detector of electricity  ,1,,,,,,,,,,,,
 The font is clear and adjustable in size .,0,,,,,,,,,,,,
Is the tuning G-D-A-E used for most violin music ,1,,,,,,,,,,,,
Is Uruguay located in South America?,1,,,,,,,,,,,,
What kinds of musical groups use cymbals ,1,,,,,,,,,,,,
Would Bundesländer not accept North Rhine Westphalia and Bavaria ?,1,,,,,,,,,,,,
Where was the oldest flute ever discovered found ,1,,,,,,,,,,,,
 It gets great gas mileage   .,0,,,,,,,,,,,,
 I cannot figure out how to get the video I record off of the IPod .,0,,,,,,,,,,,,
Is the larger work now almost universally attributed to Leonardo ,1,,,,,,,,,,,,
"May a native of Guangzhou speak Standard Cantonese and putonghua , a resident of Taiwan , both taiwanese and putonghua/guoyu ?",1,,,,,,,,,,,,
"Where did the expression ""a sitting duck"" come from ",1,,,,,,,,,,,,
Are feminines declined in the singular?,1,,,,,,,,,,,,
Was it used as the exclusive lingua franca on the island of Sri Lanka for almost 350 years ,1,,,,,,,,,,,,
For how long has the classification of dialects spoken outside of Finland been a controversial issue ,1,,,,,,,,,,,,
" Yes it does take some getting use to a smaller screen, the key board actually works better than my laptop though  .",0,,,,,,,,,,,,
" I've used mine outside on a sunny day, and the screen is still very much legible .",0,,,,,,,,,,,,
" The video camera is cool, but I don't know that I would use it much .",0,,,,,,,,,,,,
"I know I need to go to the optometrist, but the Kindle will aide and abet me in avoiding that for a while , ,  the page is easy to read, the font size is easy to change, and my eyes sail across the words, my finger hits next page without me giving it thought .",0,,,,,,,,,,,,
 In fact it was much more detailed than the matte screen on my Dell D600 .,0,,,,,,,,,,,,
" But again, the location could justify charging that price .",0,,,,,,,,,,,,
Where was the deepest note of the classical lyre in relation to the player's body ,1,,,,,,,,,,,,
Who shares credit with Isaac Newton for developing calculus ,1,,,,,,,,,,,,
" The Mileage Queen has put 55,000 miles on  Ricky  since Sept 06   .",0,,,,,,,,,,,,
Are violas and cellos in the same family of instruments as violins?,1,,,,,,,,,,,,
Do sea otters live along the Pacific coast ,1,,,,,,,,,,,,
What are orchestral crash cymbals technically called?,1,,,,,,,,,,,,
"However , are non-human plural nouns grammatically considered to be feminine singular ?",1,,,,,,,,,,,,
"Thus , can polite korean speech sound very presumptuous when translated verbatim into Japanese , as in korean Japanese language is acceptable and normal to say things like ""our Mr ?",1,,,,,,,,,,,,
" The interior quality is OK, my 1999 Accord EX had a better comfort level on the seats .",0,,,,,,,,,,,,
Was Liechtenstein completed in November 2000 ,1,,,,,,,,,,,,
What is the difference between leopards and cheetahs ,1,,,,,,,,,,,,
" Except for difficulties seeing the entire New York Times crossword puzzle all at once on the screen, the Asus satisfies my needs and seems about as fast as my 5, year, old IBM laptop .",0,,,,,,,,,,,,
Is the Giant Panda a carnivore ,1,,,,,,,,,,,,
What percentage of the Korean language does Jeong Jae-do estimate to be Sino-Korean ,1,,,,,,,,,,,,
Are foxes wary of humans?,1,,,,,,,,,,,,
Did Faraday marry Sarah Barnard ,1,,,,,,,,,,,,
Do all ants build nests ,1,,,,,,,,,,,,
" camera does only video, not pictures  Way better than 2nd gen nano .",0,,,,,,,,,,,,
"In 1602, the British East India Company's first voyage, commanded by Sir who, arrived in Aceh and sailed on to Banten where they were allowed to build a trading post ",1,,,,,,,,,,,,
My wife and I are really pleased with our Nano Ipods that we purchased from you so easy to use and good to have a camera as well as a video John Coleman,0,,,,,,,,,,,,
 The screen is comfortable and sufficently bright for occassional use .,0,,,,,,,,,,,,
" I travelled during the off, season in January to London, this was my first stay at this location and I would definitely consider doing so again .",0,,,,,,,,,,,,
" And reading on the Kindle screen really is pleasant and natural, not to mention that my 47 year old eyes love the possibility of adjusting the text size  !",0,,,,,,,,,,,,
Did Gerald Ford serve as the Republican Minority Leader of the House of Representatives ,1,,,,,,,,,,,,
When did he drop John from his name ,1,,,,,,,,,,,,
Are bees related to ants?,1,,,,,,,,,,,,
" Room service was extortionate though, very very expensive, so we didnt bother, as food outlets a few minutes walk away .",0,,,,,,,,,,,,
When did Tesla demonstrate wireless communication (radio)?,1,,,,,,,,,,,,
"(where French has a similar phenomenon, with alveolar affricates instead of postalveolars ",1,,,,,,,,,,,,
Do picks come in many shapes and sizes ,1,,,,,,,,,,,,
Did Grover Cleveland support women's suffrage ,1,,,,,,,,,,,,
"Are books, magazines, and newspapers written in English available?",1,,,,,,,,,,,,
Where was Watt buried ,1,,,,,,,,,,,,
What allows a duck to filter water out of the side of their beaks and keep food inside ,1,,,,,,,,,,,,
"Having used Windows ME and XP for several years, and before upgrading, Vista, I heard a lot of great things about Windows 7, as well as new features .",0,,,,,,,,,,,,
Is The Celsius crater on the Moon named after him ,1,,,,,,,,,,,,
Did Lincoln's Wife's Family support slavery ,1,,,,,,,,,,,,
Is an elephant's skin tough ,1,,,,,,,,,,,,
"It is a very well designed auto and runs and handles very well, mileage not quite as good as 2004, but only have 2100 miles on it .",0,,,,,,,,,,,,
Was Blaise Pascal a mathematician of the first order?,1,,,,,,,,,,,,
I can hear the windows but my screen is totally blank .,0,,,,,,,,,,,,
What are violins made of?,1,,,,,,,,,,,,
" The biggest advantage of this hotel is it's excellent location just off of Gloucester Road in Kensington, with the Undergroud one block away, along with several nice restaurants and pubs in the area .",0,,,,,,,,,,,,
" Steering nice and tight, seats a little stiff but comfortable .",0,,,,,,,,,,,,
 The seats are extremely uncomfortable .,0,,,,,,,,,,,,
"The only consolidated city-county in California, does it encompass a land area of on the northern end of the San Francisco Peninsula, making it the second most densely populated city in the United States ",1,,,,,,,,,,,,
"Was Isaac Newton educated at The King's Schol, Grantham ",1,,,,,,,,,,,,
"What happened from black river academy , vermont ",1,,,,,,,,,,,,
 Because the screen is so small in order to get the standard 1024x 768 display without having to scroll the normal screen the screen has to be  smashed  so the display is slightly altered .,0,,,,,,,,,,,,
What musical styles is the trumpet used in?,1,,,,,,,,,,,,
" yeah, the new LED screen technology is that good .",0,,,,,,,,,,,,
Was Montreal incorporated as a city in 1832 ,1,,,,,,,,,,,,
How many different names did Chinese writings give to the panda ,1,,,,,,,,,,,,
What happened in 1833 ,1,,,,,,,,,,,,
Was Becquerel elected Permanent Secretary of the Académie des Sciences ,1,,,,,,,,,,,,
" I have to say the car rode great,comfortable and gas mileage great .",0,,,,,,,,,,,,
"1 inch screens, Windows XP operating systems, a plethora of USB ports, a card reader, WiFi and most have a few color choices .",0,,,,,,,,,,,,
" With the leather seats, comfort is close to EX, L's at a  best buy  price .",0,,,,,,,,,,,,
What ac phaenomenis inde pendentibus ,1,,,,,,,,,,,,
" My wife and I are food snobs, and this place really was a treat .",0,,,,,,,,,,,,
Has the New Zealand Rugby League featured the Otahuhu Leopards and then the Tamaki Leopards  ,1,,,,,,,,,,,,
" Our parents who are 55, 70 were able to wonder around the entire city by themselves due to the ideal location of this hotel .",0,,,,,,,,,,,,
The screen is not as bright as my Acer .,0,,,,,,,,,,,,
 wrote  it has crashed unexpectedly and displayed the blue screen of death numerous times .,0,,,,,,,,,,,,
How many state parks are in San Francisco ,1,,,,,,,,,,,,
Is german written using the Latin  alphabet?,1,,,,,,,,,,,,
"When was he elected sheriff of Erire County, New York ",1,,,,,,,,,,,,
When did Charles-Augustin de Coulomb join his father's family in Montpeillier ,1,,,,,,,,,,,,
Different species of kangaroos eat what ,1,,,,,,,,,,,,
Is Singapore a city-state ,1,,,,,,,,,,,,
 Location is very close to Gloucester Road Tube so easy to get into central london for the tourist sites .,0,,,,,,,,,,,,
"Is he best known for developing Coulomb's law, the definition of the electrostatic force of attraction and repulsion ",1,,,,,,,,,,,,
"As of August 1st, 2006, how many trains stop daily at the Beijing Railway Station or the Beijing West Railway Station?",1,,,,,,,,,,,,
" Once I configured Firefox to always run full screen mode  , surfing was no problem with plenty of screen real estate .",0,,,,,,,,,,,,
Was Nassau placed in operation by Robert Fulton?,1,,,,,,,,,,,,
Do linguists often view Chinese as a language family ,1,,,,,,,,,,,,
" My only complaint is the Palm restaurant, it is expensive and the food not very good .",0,,,,,,,,,,,,
 GLOSSY SCREENS ARE THE STUPIDEST INVENTION OF THIS MILLENIUM .,0,,,,,,,,,,,,
"Did Pierre-Auguste Renoir die in Limoges, Haute-Vienne, France, the child of a working class family ",1,,,,,,,,,,,,
What does a polar bear's fur provide ,1,,,,,,,,,,,,
Great stay friendly service great location .,0,,,,,,,,,,,,
Did the Occult influence Newton's theory of gravitation ,1,,,,,,,,,,,,
"Which album was the song ""The Bonny Swans"" from?",1,,,,,,,,,,,,
Wasn't Michelangelo abstemious ,1,,,,,,,,,,,,
Is English the language most often spoken in Montreal ,1,,,,,,,,,,,,
What is the official language of North Korea ,1,,,,,,,,,,,,
What happened in 1865?,1,,,,,,,,,,,,
Is Canada a geographically vast and ethnically diverse country  ,1,,,,,,,,,,,,
Was Grant elected president as a Republican?,1,,,,,,,,,,,,
How do turtles reproduce?,1,,,,,,,,,,,,
Is Hassaniya Arabic spoken in Mauritania ,1,,,,,,,,,,,,
" The lights are casted from the side of the reader fusing towards the center, which caused me to experience severe eye, strain .",0,,,,,,,,,,,,
What makes it more difficult for a diving duck to fly ,1,,,,,,,,,,,,
 Leather seats are very comfortable .,0,,,,,,,,,,,,
Are Western flutes simpler than Indian flutes ,1,,,,,,,,,,,,
Who was Grant's brother in law?,1,,,,,,,,,,,,
Has the design of drums changed recently ,1,,,,,,,,,,,,
Is London the capital of the United Kingdom?,1,,,,,,,,,,,,
 The screen is very sharp and readable even with the tiny text at this size .,0,,,,,,,,,,,,
Is it true that most speak Arabic as their native language?,1,,,,,,,,,,,,
Are violins a single size?,1,,,,,,,,,,,,
" Runs well, but no stand out new features for my usage .",0,,,,,,,,,,,,
"Appreciated during his lifetime, did his fame grow in the years after his death ",1,,,,,,,,,,,,
 It's just a shame it only takes video and not still photos .,0,,,,,,,,,,,,
How does a flute player change the pitch of the sound ,1,,,,,,,,,,,,
Has the terrain in the city been artificially raised ,1,,,,,,,,,,,,
Was Qatar University founded in 1973  ,1,,,,,,,,,,,,
What is Chinese language`s first name?,1,,,,,,,,,,,,
Which constellation is said to resemble a lyre shape ,1,,,,,,,,,,,,
Has Singapore a network of reservoirs and water catchment areas  ,1,,,,,,,,,,,,
Was Adams the first to introduce a bicameral legislature ,1,,,,,,,,,,,,
How long have people been making instruments like violins?,1,,,,,,,,,,,,
Why are penguins countershaded ,1,,,,,,,,,,,,
What animals are related to otters ,1,,,,,,,,,,,,
Is it approximately 6.0221415 10 23  ,1,,,,,,,,,,,,
What city in the UK has been subjected to bouts of terrorism?,1,,,,,,,,,,,,
" The battery life is excellent, with normal usage I can get about 7 hours easily, more if I turn off WIFI and turn down the screen brightness .",0,,,,,,,,,,,,
" THe location was great, just aroung the corner from the tube .",0,,,,,,,,,,,,
What happened from school ,1,,,,,,,,,,,,
Does Ghana have twice the per capita output of the poorer countries in West Africa ,1,,,,,,,,,,,,
"We have become Toyota Camry and Honda Accord lovers driving used high mileage models from 1992, 1994 .",0,,,,,,,,,,,,
"5G lies a more mature iPod, many steps wiser and more able than its one, year, old  The iPod gains many incremental improvements, including a brighter screen and better video battery life, but probably the most appealing aspect is the tantalizing price points of $249 for the 30GB version and $349 for the huge 80GB version   .",0,,,,,,,,,,,,
Does kelon increase or decrease tone quality of the xylophone ,1,,,,,,,,,,,,
 Now the screen is cracked with big black blotches as well .,0,,,,,,,,,,,,
What religion did Isaac Newton follow ,1,,,,,,,,,,,,
" I'll see the first black screen, it appears to be starting, and then stays with either a grey or black screen .",0,,,,,,,,,,,,
